pre=1 post=2,userID,index post,index pre,teacher,player code,"Click the button that shows how confident you are that you can do the following science tasks.



How confident are you... - ... that you can investigate what causes change in an environment?","Click the button that shows how confident you are that you can do the following science tasks.



How confident are you... - ... that you can do the kinds of things that scientists do?","Click the button that shows how confident you are that you can do the following science tasks.



How confident are you... - ... that you can look at data that you collect and notice patterns?","Click the button that shows how confident you are that you can do the following science tasks.



How confident are you... - ... that you can investigate the relationships between organisms and their environment?","Click the button that shows how confident you are that you can do the following science tasks.



How confident are you... - ... that you can investigate the reasons why things happen in nature?","Click the button that shows how confident you are that you can do the following science tasks.



How confident are you... - ... that you can use tables and graphs to figure things out?","Click the button that shows how confident you are that you can do the following science tasks.



How confident are you... - ... that you can investigate the kinds of problems that an ecosystem scientist would investigate?",Click the button that best describes how true or false each statement is for you. - Being involved in science is a key part of who I am.,Click the button that best describes how true or false each statement is for you. - I can see science-related activities as being a part of my future.,Click the button that best describes how true or false each statement is for you. - I consider myself a science person.,Click the button that best describes how true or false each statement is for you. - I can imagine myself being involved in a science-related career.,Click the button that best describes how true or false each statement is for you. - I am interested in learning about nature.,Click the button that best describes how true or false each statement is for you. - I have no interest in learning about the environment.,Click the button that best describes how true or false each statement is for you. - I would like to learn more about environmental science.,Click the button that best describes how true or false each statement is for you. - I am interested in learning about ecosystems.,Do you or anyone in your family come from a Latinx culture or background?,How often do you or anyone in your family speak Spanish at home?,"A student set up an experiment that will measure and record the growth of two of the same flowering plants (A and B) every other day for 10 days as shown below:



Diagram 1





According to the diagram, which question below is the student trying to answer?  (Pick only one.)",Q1 score,Explain why you think the question you selected is being tested.  Justify your answer using details from the diagram above.,Q2 score,"A population of rabbits and foxes live in a remote area. The foxes do not have any predators.



Scientists counted the number of rabbits and foxes over a long time period and plotted their results, as shown below. - In which year was the population of rabbits at its highest?",Q3 score,Describe how the changes in population size of rabbits and foxes are related.,Q4 score,"A plot of land was divided into 10 equal areas. A different amount of fertilizer was added to each area. Rice was planted in each area. The table below shows the amount of fertilizer added and the yields of rice for each area.






State a claim about the effect of the amount of fertilizer on the yield of rice. Use evidence from the table to support your claim.",Q5 score,"A bird watcher wants to investigate which type of food, sunflower seeds or thistle seeds, will attract more birds in her backyard.



Design an experiment the bird-watcher could conduct to help her decide which food will attract more birds.  Make sure to describe:

	What you would be comparing (e.g., variables).
	What things you would make sure are the same each time you do your experiment.
	What data you would collect.",Q6 score,"Barbara learned in school that coral reefs have animals called corals and small plant-like organisms called algae that live there. Algae live inside corals and make them look colorful. She also learned that rising ocean temperatures are harming some corals in coral reefs.



Barbara visited coral reefs the following summer. When she dove under the water, she saw a pattern where in one area, the corals were white and dead while in another area, the corals looked colorful and healthy.    



                     
  

Barbara created a model using what she knew about interactions between ocean temperatures, corals, and algae. She wants to use her model to try and understand the pattern she observed when she visited coral reefs in the summer.

 

         

 

Use Barbara’s model to describe why some corals appear colorful and are healthy while other corals appear white and dead. Be sure to include what you know about mutually beneficial relationships and the role of algae and rising ocean temperatures in your response.",Q7 score,"Krystal heard a news story about a new fish called Asian silver carp that has come into Lake Erie. In the news story, Krystal learned that Asian silver carp eat small plants and animals. Even though Asian silver carp do not eat other fish, they are still causing the populations of some fish to change in the lake. She found a data table on the change in populations of three different fish after the Asian silver carp came into Lake Erie.
     



Use the patterns in the data table to write a scientific explanation on whether the Asian silver carp affect the different fish populations in Lake Erie in the same way.



Your explanation should include:

1. A claim that states whether the Asian silver carp will affect all the fish (shad, shiner, and smallmouth bass) in the same way.

2. Evidence from the data table about how the Asian silver carp affects the population of shad, shiner, and smallmouth bass.

3. Reasoning that describes the types of relationships that exists between the Asian silver carp and the three fish in the data table.",Q8 score,Filter,Total Score,Try?,How much do you agree with the following statements describing your experience with playing Wake: Tales from the Aqualab? - I enjoyed playing Wake very much.,How much do you agree with the following statements describing your experience with playing Wake: Tales from the Aqualab? - Playing Wake was fun.,How much do you agree with the following statements describing your experience with playing Wake: Tales from the Aqualab? - I thought Wake was boring.,How much do you agree with the following statements describing your experience with playing Wake: Tales from the Aqualab? - I would play Wake in my spare time.,How much do you agree with the following statements describing your experience with playing Wake: Tales from the Aqualab? - I would play Wake longer if I could.,How much do you agree with the following statements describing your experience with playing Wake: Tales from the Aqualab? - I would recommend Wake to my friends.,What did you like about Wake: Tales from the Aqualab?,Is there anything you didn't like about Wake: Tales from the Aqualab?,In what ways do you think Wake helped you learn science?
1,jgday11,27,52,JG,RevampedLark,3,2,2,3,3,4,3,A little bit false,A little bit true,A little bit false,A little bit true,Definitely true,Definitely false,A little bit false,A little bit false,No,Never,Does fertilizer added to the soil lead to taller flowering plants?,1,The experiment is measuring how fertilizer affects the growth of plants because they have a comparison (one with fertilizer and one without) as well as stating that they are measuring the growth of the plants. ,2,1984,1,"When the fox population goes up, the rabbit population goes down.",0,"Too little fertilizer can cause negative effects to the rice, and too much fertilizer can cause negative effects as well. This is demonstrated well in the table shown above.The peak amount of kg of rice per area is 26.2, but this data is in the middle of the table. Any amount of fertilizer greater or less than 70, 80, and 100 is lower than 26.2. This shows that fertilizer can be both good or bad for the rice depending on either how little or how much is used. ",1,"In this experiment, the bird watcher would be comparing which type of seeds (sunflower and thistle) would attract more birds. The basis for the experiment is as follows: The bird watcher would fill the birdfeeder with whatever amount of sunflower seeds they usually use. Then, they would record the birdfeeder for 3 hours (starting at 12am). This does not need to be supervised. After the video is taken, they would then take a picture of the birdfeeder. The next day repeat this process with thistle seeds instead of sunflower. Everything except the type of seeds should be kept the same throughout this experiment. After the experiment is done, the birdwatcher would then compare how many birds visited the two types of seeds. The type of seed with the most visits is the one which attracts the most birds (multiple visits from one bird count as separate visits). ",2,"Barbara categorized the coral into two groups, A and B. Both types of coral have mutually beneficent relationships with algae. Coral gives algae nutrients and algae gives coral sugar. However, Algae A is affected by the rising temperatures of the ocean and its survival is threatened. Because Algae A is dying, Coral A is too. That is why some corals appear white and dead. ",2,0,0,1 jgday11,9,,,,,,,,,,
1,jgday12,28,53,JG,SocialFries,6,3,3,5,5,3,4,A little bit true,A little bit true,A little bit true,A little bit true,Definitely true,Definitely false,Definitely true,Definitely true,No,Never,Does fertilizer added to the soil lead to taller flowering plants?,1,This question is being tested because the person that set up this expiriment wants to see if plants will grow better and tsaller with our without fertelizer.,2,1984,1,"If more fox population is higher, then there will be less rabbits because the foxes are eating them because they need to eat or their young need to eat. However, if there are less foxes then there be more rabbits because foxes are not hunting them as much.",1,"More fertilizer makes the terrain have way more rice then a little bit or no fertilizer at all. However, too much fertilier can be bad for the rice and can seriously hurt the rice stock so the right amount of fertelizer (70-120) is what needs to be used.",2,"The person could each day in a row lay out the same amount of sunflower seeds and thsitle seeds based on number and not weight. Then they could see how many of the seeds were eaten. For this expiriment to be accurate each of the 3 days must have similar weather, temperture and season.",2,"Coral A is dead because the coral is not adapted to the rising sea temperature and died off because it wasn't used to temperature. However coral B is more adapted to survive in hotter water and didn't die, but stayed the same and maybe even was healthier.",0,"Asian silver carps will not affect all the fish equally because they re eating the food source of 2 of the fish but they are becoming a food soucre food the other fish. This means that the fishes that are having there food stolen will go down in population but the fish that is eating the carps is going to go up in population. This is a big problem because there is a chance that the shad and shiner will be wiped out which means more Asian carps , more carps means more smallmouth bass, and more smallmouth bass means no minnows, and at some point the carps and the minnows will be gone which means the bass will also die off.",2,1 jgday12,11,,,,,,,,,,
1,jgday13,29,54,JG,AnnualPatent,4,3,2,4,6,4,5,Mostly false,Mostly false,Definitely false,A little bit false,Definitely true,Definitely false,Definitely true,A little bit true,No,Never,Does fertilizer added to the soil lead to taller flowering plants?,1,It said fertilizer.,0,1990,0,They both have a belt curve.,0,"That it depends on how much you use, and too little can not be enough, but to much can stunt the growth.",1,"She could put 2 different piles of seeds containing one with sunflower seeds, and the other pile with thistle seeds. Whichever one has the least amount of seed in the pile at the end is considered the birds favorite seed.",1,"The rising temperatures are blocking out nutrients from coral A, and prevents the coral from getting food, resulting in the bleached color. Also, I wish that we learned more about climate change and animal extinction. This will probably not make a difference though.",0,"The reason why Lake Erie fish population is decreasing is because the fish is eating food that other fish normally eat. This leaves less food for the other fish, and can starve some of them. I know this because it said that the new fish eat small plants and animals, and from past knowledge, this is what many other fishes eat.",0,1 jgday13,3,,,,,,,,,,
1,jgday17,31,55,JG,joyfulshow,3,3,5,4,5,5,4,Definitely false,Mostly false,Definitely false,Definitely false,Definitely false,A little bit false,Definitely false,A little bit false,No,Never,Does fertilizer added to the soil lead to taller flowering plants?,1,there both getting the same amount of water just one is getting fertilizer and one isnt so there trying to find out if the plant with grow taller with fertilizer ,2,1984,1,they both go down at one point in population then spike up in population ,0,the more fertilizer there is in one spot= more rice so a spot with less fertilizer will have less rice ,0,I will put 2 bird feeders out for a week one will be full with 100 sunflower seeds and the other one will be filled with 100 thistle seeds and by the end of the week which ever one has less seeds i will know which seeds birds like more,2,The reason why they turn white is because rising temperatures and its killing the corals. The lower the temperatures the more healthy ,0,The Asian silver carp affects the other fish because the carp Eats small fish and plants and shad and shiner are small fish and a bass is big. The Smallmouth bass is increasing because its getting more plants to eat then before.,0,1 jgday17,6,,,,,,,,,,
1,jgday18,32,56,JG,nationalsocks,4,2,2,3,5,3,3,A little bit false,A little bit true,A little bit false,A little bit false,Mostly true,Definitely false,Definitely true,Definitely true,No,Sometimes,Do flowering plants grow better when watered with salt water?,0,because this could be a way to make food easier to obtain and to grow,0,440,0,this shows that when the fox pop lowers then the rabbit pop grows,0,using 80 units of nitrogen is the best for growing rice,0,you could set up to bird houses a few yard away from each other and put too different types of bird seed in each one. than you measure the amount of bird go to each one a day. and after a month you see how much bird seed is left in each,2,when you combine algae with coral these two plants work together and give each other nutrients and sugar. so if we combine these two plants than maybe we can save coral reefs.,0,Asian silver fish will not effect all of the fish. this is true because the shad and the shiner fish both had a decrease and this is probably because the Asian silver fish ate there food but the small mouth bass had a increase that is different. this is different because when a fish increases in pop this mean more come which is different from decreasing because decreasing mean to have less of. ,1,1 jgday18,3,,,,,,,,,,
1,jgday19,33,57,JG,GraciousAir,3,3,5,3,4,5,2,A little bit true,Definitely true,A little bit true,Mostly true,A little bit true,Definitely false,A little bit true,Mostly true,No,Never,Does fertilizer added to the soil lead to taller flowering plants?,1,"The independent variable of this experiment is the fertilizer. As shown in the diagram above, Plant A is receiving 10mL of fertilizer opposed to Plant B which is receiving no fertilizer. This rules out all options except for two; ""Does fertilizer added to the soil lead to taller flowering plants?"" and, ""How much fertilizer do flowering plants need?"" Only one plant is being fertilized which rules of ""How much fertilizer do flowering plants need?"" because the experiment isn't measuring the effects plants have on different levels of fertilizer, instead it's measuring the difference between two plants, one with fertilizer and one without.",2,1984,1,"Once the fox population begins to lower, the rabbit population rises significantly. Following that, the fox population begins to rise as the rabbit population lowers. A similar cycle continues. The foxes don't have any predators in this area, this means the long term population is affected by food supply. Rabbits are a prey species and are likely hunted by foxes. If the rabbit population rises foxes are able to have and provide for more children. However, once the foxes have eaten the rabbits in the area their population decreases and the foxes aren't able to provide for as many. In result, their population decreases and they don't have to hunt for as many rabbits which cause the rabbit population to spike up again. ",2,"Using 70 units of fertilizer is the most efficient method when growing rice. Areas that grew the most kilograms of rice were the areas that used 70, 80 and 100 units of fertilizer. If all of these units produce the same amounts of rice, it is best to use 70 units because it will save 10-30 units which can be used later on.",1,In the first week the bird watcher will set up sunflower seeds in her backyard. Data such as how many birds visited in that time period will be taken. In the second week thistle seeds will be used and the same data will be collected. The same backyard and method of feeding with be used.,2,0,0,0,0,1 jgday19,9,,,,,,,,,,
1,jgday2,34,58,JG,skilledlegume,4,4,5,5,5,4,4,A little bit true,A little bit true,A little bit false,A little bit true,A little bit true,Mostly false,A little bit true,A little bit true,No,Never,Does fertilizer added to the soil lead to taller flowering plants?,1,"I think that the question must be Does fertilizer added to the soil lead to taller flowering plants because every other factor is the same except fertilizer, so the question must have to do with the fertilizer. ",1,1976,0,"The relation to them is when the fox population is low, the rabbit population is high. When the fox population is high, the rabbit population is low. ",0,"When 70-100 units of fertilizer were used, then there was most rice. This happened because If too much was added, it would be harmful to the rice but if there was too little, the rice wouldn't get enough nutrients. ",1,"To test this out, the bird watcher would put an equal amount of sunflower seeds and thistle seeds in their backyard. Maybe in a little pile on a table. The two piles should be each 2 feet away from each other in both experiments. After two hours, they could come back and weigh the two piles, and whichever pile was the least heavy, that is the pile that the birds liked the most. ",2,"Some corals appear to be more colorful and healthy because when the water is too warm it affects the coral, by making the algae and the coral to overheat, and it will die, and turn white. But the other coral and algae are used to the same temperature and it hasn't changed, so it is healthy and colorful. ",1,"The Asian silver carp will affect the fish, but not in the same way. The Asian silver carp is affecting the Shad because it is (most likely) eating their food, so the population is decreasing. The same thing is probably happening to the Shiner. The Smallmouth bass is increasing in population because it eats the Asian silver carp and because their population is rising, so will the smallmouth basses'. ",2,1 jgday2,8,,,,,,,,,,
1,jgday20,35,59,JG,BrutalColor,5,4,5,4,5,5,4,A little bit true,A little bit true,A little bit true,A little bit true,Mostly true,Definitely false,Mostly true,A little bit true,No,Never,Does fertilizer added to the soil lead to taller flowering plants?,1,"I believe the question ""Does fertilizer added to the soil lead to taller flowering plants?""  is being tested in an experiment above.  I believe this because 10 mL of fertilizer is being added to only plant A.  In the diagram of the experiment there is no evidence that the runners of the experiment placed fertilizers in plant B.  Yet, there is 200 mL of water being added to both individual plants.  If this question is true to the experiment being tested in the diagram above then, the runners of the experiment will be able to conclude that using fertilizer can help grow plants.  To as well support my answer the first question would not make sense because it is not salter water, question two does not explain the diagram because fertilizer is not being added to both pots, question four does not follow the diagram because it is related to the sun and the diagram does not provided or show anything about the sun. Finally question five does not relate to the diagram above because there is only one provided amount of water being added to both of the plants.  ",2,1984,1,"The changes in population size of rabbits and foxes are related.  The graph shows that the population of foxes and rabbits have a similar pattern of growth and decrement in the same years.  It can be concluded that the population grew and decreased around the same time periods.  Yet, there can be said that they both increased the most around 1980-1990.",0,"There is a result of more rice grown or less rice grown in the land due to how much fertilizer is used.  The graph shows that the most amount of rice produced is when 70-100 units of fertilizer are placed on land.  When too much fertilizer is used, for instance higher than 100 units then the amount of rice being produced can be brought down.  A reason towards this outcome can be that too much soil can cause too much work to get through all the steps to help produce nutirants to the rice plants.  While using less than 50 units of fertilizer can cause not a lot of rice to be produced either because there is not enough nutrients for the plant.  As you can tell by looking at the table you can see that using around 160 units of fertilizer and using 50 units of fertilizer have the same outcome of rice being produced.    ",2,0,0,0,0,0,0,1 jgday20,6,,,,,,,,,,
1,jgday21,36,60,JG,CuriousBasket,4,4,5,5,4,4,4,A little bit true,A little bit true,A little bit false,A little bit true,A little bit true,A little bit false,A little bit true,A little bit true,No,Never,Does fertilizer added to the soil lead to taller flowering plants?,1,It shows the fertilizer being added to one plant not too in the diagram. It's testing the plants with and without soil.,2,1983,1,There are two loops shown on the graph for the rabbits and the foxes. ,0,"The best amount of fertilizer needed to be added is 80. This is because 70, 80, and 100 have the same data at 26.2. 80 is also in between the two others.",1,"I would compare the sunflower seeds and the thistle seeds. To make sure the experiment is the same each time, the number of seeds will stay the same. The data will be collected on how many birds the seeds attract.",1,"The rising ocean temperature is affecting the survival rate of the coral. The diagram shows that the coral is getting the same amount of sugar and nutrients. In some places, the water temperature may be normal and in other places, it can be hot from the rising temperature which kills the coral.",0,The Asian silver cap doesn't affect all of the fish because the smallmouth basses main food is the Asian silver cap. The population of Shad and Shiner decreased by 20% and 35%. the population of the smallmouth increased by 16% and all of the other fish's population decreased because they don't have a main food of Asian silver cap. ,1,1 jgday21,7,,,,,,,,,,
1,jgday22,37,61,JG,ForensicGem,6,5,6,5,6,6,5,Mostly false,Definitely false,Definitely false,Definitely false,A little bit true,Definitely false,Mostly false,Mostly false,No,Never,How much fertilizer do flowering plants need?,0,"The people running this experiment are trying to figure out how much fertilizer plants need. I think this because they added 200 ml of water to each plant and are now adding an amount of fertilizer, they could possibly be testing if a little amount of fertilizer works the best or if a larger amount will create the better change.",1,1983,1,The population of rabbits and foxes are related because it can show the difference of the population of the species and how fast they reproduce to make the population larger. ,0,"The data shows that in fields 5,6 and 7 they added 70-100 units of fertilizer to each field. These areas showed the greatest amount of rice therefore close to this amount of fertilizer is the right amount to grow a good amount of rice.",1,The bird watcher could buy a few bird feeders and add the same amount of each food or type of seed to each feeder. Then the bird watcher can set the feeders outside and set up a camera to video which feeder most birds are attracted to and which food is eaten the most. The feeders must all be the same so it is a controlled experiment that is equal to each food.,2,"Some corals appear more colorful and healthier than others because there is different nutrients and sources added to the coral. Some coral appears white and dead due to lack of these important nutrients. Algae is one nutrient that helps the coral stay healthy, the algae contains special sugars that can create a combination with other nutrients to cause a perfect amount of nutrients.",1,"The Asian silver carp fish affects the fish in the Great Lakes in all different ways. 
From the table i know that both the Shad fish and the Shiner fish both eat the same food which is small plants and animals. Once the Asian silver carp fish has entered these lakes both of these fishes populations have decreased. The Asian silver carp fish is most likely also eating small plants and even small animals. If the Asian silver carp is also eating this food then there could be a lack of food for the Shad and Shiner fish. The Small mouth bass population has a 16% increase rate. This fish eats the Asian silver carp fish which can be a big source of food for the Small mouth. ",2,1 jgday22,8,,,,,,,,,,
